id,smoking
18725,1
4506,1
18041,1
12798,1
19545,0
10637,0
17918,0
496,0
6269,0
16051,0
5625,0
6047,0
10474,1
1434,1
13719,1
3463,1
19172,1
9747,1
16561,1
8287,0
992,1
3888,1
13206,1
13613,1
13748,0
8583,1
4330,1
13387,1
2542,1
14873,1
7984,1
14280,1
12903,1
14145,0
4152,1
17857,1
2985,1
6911,1
1599,1
9410,1
4180,1
9912,0
18195,0
6111,1
7699,1
1491,1
3987,0
3330,1
98,1
1627,0
4897,1
5899,1
8485,1
19272,1
5887,1
1972,0
4849,0
16569,0
3051,1
9859,1
6240,1
11840,1
18850,1
10728,1
2764,1
3509,1
6569,1
15485,1
17539,1
1036,1
581,0
9699,1
19500,1
15156,1
4198,1
17525,1
19065,0
12431,1
7041,0
10466,0
7641,0
7883,0
680,1
7193,0
8117,1
7473,1
19173,0
2823,1
3685,1
19418,1
11175,1
8844,1
17636,0
18618,0
8506,1
7115,1
18225,1
11020,1
18319,1
10069,0
9506,1
4361,0
8567,1
11527,1
3497,0
10635,1
9843,0
3518,1
10263,1
5492,1
3588,0
10961,0
16999,1
14435,1
15812,1
2712,1
2365,1
7691,0
6720,0
15247,0
3020,0
11039,1
1753,1
8726,1
13866,0
19752,0
10986,1
4772,1
10867,1
10989,0
13569,1
4820,1
3899,1
17376,1
10438,1
17975,0
12740,0
10157,0
19611,1
4253,1
6400,0
10208,1
13701,0
7901,0
13024,1
1848,0
4886,0
19388,1
6134,1
4755,1
15564,1
14185,1
19012,0
15974,0
16376,1
2858,1
2810,0
18647,1
10327,1
3795,1
6970,1
4317,1
1700,1
9714,0
19584,0
14531,1
18214,1
12615,1
8756,1
6373,1
17142,1
6622,1
99,0
1265,1
9987,0
13592,0
1713,1
11727,1
14156,0
10222,0
11407,1
14830,1
8038,1
11015,1
14918,1
6523,0
12270,0
16748,1
17775,0
6239,0
19563,1
10813,1
11710,1
3702,1
15478,1
12060,1
16183,1
6064,0
12656,0
954,1
1002,1
15168,1
7478,0
17522,0
17846,1
4443,1
10552,1
11612,0
5314,0
17607,1
863,1
9715,0
9224,1
1226,0
1551,1
17089,1
19350,1
19224,1
5185,0
18510,1
18007,1
1601,1
5455,1
1955,0
4656,0
15169,0
5041,0
4996,1
2752,1
12695,1
1570,1
16478,0
3613,1
10849,1
17885,0
1067,0
15874,0
8772,0
17617,0
19424,1
16601,1
6598,0
1155,1
1394,0
1254,1
16303,1
14104,0
4461,1
13692,1
100,1
16633,0
6525,0
5997,1
4884,1
5055,1
4115,1
3573,1
7341,1
641,0
9601,0
14143,1
1052,0
17188,0
18632,1
6642,1
12328,0
8498,0
19223,1
18508,1
3372,0
8188,1
10658,0
13183,1
11591,1
8315,1
18283,1
18586,0
1825,0
16102,1
2819,0
13432,1
12126,0
7544,1
10201,1
17108,0
3844,0
8300,0
15451,0
18509,1
18621,1
9344,1
3290,1
1603,1
17471,0
866,1
9010,1
12523,0
9762,0
16054,1
13035,1
1038,1
6195,0
4575,0
5077,0
3355,1
1140,0
16598,1
7865,1
8981,0
12093,1
12871,1
12139,1
13379,1
4923,0
444,0
6896,1
4585,0
11754,1
13783,1
5722,0
16112,0
12509,0
15893,0
4318,0
12775,1
2039,0
15392,1
12612,1
8122,0
6372,0
1839,0
1024,0
19610,0
448,1
15336,1
10085,1
17946,1
2873,0
4453,1
9902,0
6969,0
13204,1
15080,1
19530,1
9503,1
14957,0
18323,1
6765,0
14056,1
5852,1
13916,1
6217,1
8974,1
4210,0
14243,1
12807,1
7100,1
13125,1
13245,0
18935,1
18342,0
17161,1
1419,0
9585,1
8083,0
12271,1
16582,0
15333,1
17521,0
18916,0
12162,1
14989,1
12922,1
15425,1
17459,1
14136,1
4572,1
5823,1
8655,1
5524,1
14329,1
8863,1
10894,0
5381,1
11744,1
4876,1
6592,1
9917,1
5954,1
1414,1
0,0
3861,1
17554,0
15239,1
12401,1
3168,1
1117,0
17937,1
2470,0
10046,1
11367,1
12508,1
13900,0
12961,1
13622,1
11369,1
11505,1
1646,1
10927,1
3041,1
8848,1
19382,0
16248,0
6323,0
19015,0
6182,1
16832,1
13342,1
10514,0
3642,1
6301,1
3736,1
256,0
9290,1
7549,1
16570,0
6024,1
7783,1
15096,1
18838,0
836,1
7381,1
1933,0
6752,1
18689,0
13910,1
7727,1
10699,0
941,1
15976,1
6127,1
12527,0
6745,1
3798,0
11923,1
13695,1
1870,1
17726,1
18333,0
18498,0
13268,1
1404,1
5787,0
1088,0
7317,1
1029,1
14059,0
12335,0
18574,1
676,1
9323,0
5292,1
10615,0
1389,1
5678,0
12120,1
5252,1
1180,1
17061,1
13380,0
8167,1
264,1
1307,1
6376,1
19036,1
2400,1
11038,1
15126,1
15389,0
14093,1
19105,1
2024,1
11081,1
728,1
15449,0
19483,1
1069,1
1784,1
6892,1
1564,1
9057,0
9249,1
6343,0
13808,1
10406,1
5097,0
3080,0
13406,0
5507,1
11764,0
10608,1
17212,1
9349,1
13068,1
18698,0
476,0
4731,1
15804,1
3237,1
16203,1
3412,0
16475,1
19096,1
13714,0
6757,1
14229,1
9510,1
15678,0
1844,1
11046,0
4413,1
5271,1
11972,1
370,1
9633,1
10483,1
9757,0
6695,1
18962,1
3981,0
12280,1
5248,1
16386,1
14748,1
13082,0
13074,0
3582,0
19618,1
2834,1
5593,1
10792,1
14580,0
1559,1
6250,1
18132,1
15945,0
6830,0
4881,0
4359,1
5827,1
4560,1
18694,1
2896,0
5337,1
5684,1
3731,1
17330,1
12528,0
12470,0
2738,1
4917,1
16295,1
19438,1
7262,0
7828,1
9466,0
7464,0
18185,1
12213,1
12136,1
16568,0
17094,1
6614,0
9951,1
1374,1
11655,0
1273,0
5349,0
9124,1
15635,0
16891,0
18166,1
13774,1
14311,0
4532,1
5506,0
14738,1
324,1
14756,1
18972,0
10401,0
7076,0
8200,1
13870,1
3957,0
11883,1
18885,0
5680,1
17963,0
537,0
12150,1
15078,0
11441,1
8255,0
18032,1
8343,0
4995,1
17762,1
4369,1
10690,0
9939,0
1743,1
11725,0
5360,1
5640,0
1693,1
12941,0
15357,1
16828,1
4465,1
15710,0
9293,1
12283,0
18056,1
10257,1
14565,0
12327,0
4938,0
4296,1
8479,1
7236,1
4687,0
9015,1
16056,1
3399,1
13908,1
10650,0
10159,1
7822,1
15316,1
4498,1
2149,0
6913,0
11869,1
18239,0
18180,0
12076,1
17319,1
16883,1
5642,0
10902,0
124,1
3470,0
758,1
9121,1
18045,1
9188,1
11937,1
18557,0
3841,0
9613,1
11164,1
9639,0
8467,1
14793,1
19745,1
16995,1
950,0
14893,0
2599,1
10533,1
18726,0
7786,1
2183,0
732,0
19368,0
6017,0
8057,1
15575,0
13698,0
19420,1
1251,1
8728,1
11232,1
14831,1
7914,0
13798,1
11852,0
4753,0
9920,1
1208,1
1517,1
19484,1
11110,1
12261,0
14322,1
4692,1
17960,1
19311,1
10872,1
2943,0
9667,0
3535,0
18412,0
19771,1
19739,0
166,1
10020,1
3443,1
13167,0
2808,1
7707,0
16374,0
8011,0
5745,0
8113,1
10121,0
11617,1
15385,0
7782,1
4935,1
12135,1
18266,1
5942,0
750,1
9386,0
11979,0
10329,1
10250,1
16304,0
6104,0
4814,1
3947,1
3146,0
3896,1
10922,0
6098,1
5320,1
19100,1
17056,1
13648,1
27,1
13276,1
17711,0
18641,1
10290,1
3610,1
13924,1
3092,0
2395,0
12094,1
17164,0
6080,1
10234,0
11383,1
7976,1
8484,1
10098,1
10512,0
4269,1
12109,1
4806,1
8638,1
4315,1
114,1
8528,0
11203,0
18840,1
7826,1
331,1
9294,1
2902,1
2640,0
18701,0
6805,0
1174,0
12371,0
2370,0
6787,1
19062,1
17000,1
10810,0
9029,0
5508,1
12553,0
70,0
2079,0
4081,0
19247,1
1662,0
11624,1
13296,1
7313,0
13458,1
11487,1
16075,1
10932,1
15328,1
8966,0
12351,0
1540,0
4297,1
11044,1
1968,1
11391,0
12712,1
9499,0
7813,0
14711,0
10861,0
2527,1
262,1
2207,1
2554,1
3584,1
18258,1
9540,0
67,0
8707,1
13133,1
17796,0
4276,1
1735,1
1456,1
1306,0
17631,1
5134,0
15028,1
7701,1
14722,1
17504,1
16707,1
17256,1
4195,1
6736,1
16264,0
3015,1
12183,1
17405,1
18517,1
6539,1
4140,1
13427,1
4852,1
6268,1
12966,0
8345,0
9890,1
12923,0
112,1
15713,1
3289,1
2945,1
11430,1
705,1
12180,0
6601,0
109,1
4462,1
18534,0
14008,1
14858,1
3394,1
18312,0
32,1
13039,1
11657,1
18287,0
3515,0
13346,1
16808,0
14460,1
15521,0
8813,1
2787,0
3978,1
15303,0
10983,1
477,1
13556,1
1358,1
2960,1
16085,1
6356,1
5287,1
2944,1
13855,1
5590,0
18922,0
18384,1
8214,0
13513,1
14265,1
11215,0
168,1
5396,1
15490,1
760,1
1008,1
15538,1
485,0
8168,1
5220,0
8147,1
6502,1
13252,0
16474,0
5846,1
12486,1
1715,1
149,0
155,0
7874,1
7797,0
4446,1
5378,0
16572,1
12810,1
14065,0
19607,0
12876,0
817,1
18837,0
17890,1
4812,1
4862,1
14735,0
16606,0
4744,0
7951,0
17028,1
610,0
3236,0
14926,1
16706,1
17674,1
1694,1
8762,1
10911,1
12326,1
10642,0
13763,0
17630,0
670,1
5970,1
10943,0
13722,0
12977,1
6677,0
12562,1
18706,0
7935,1
17548,0
3747,0
16314,1
9681,1
6065,0
2129,0
18130,1
14288,1
11275,1
6536,1
543,0
5207,0
14975,0
15619,1
17731,1
2137,0
16123,1
8170,0
12702,1
11610,1
4153,1
7622,0
3221,0
4263,0
7358,1
15623,0
15155,0
8348,0
1238,1
11092,1
13357,1
14739,1
1193,1
5282,1
11396,1
14443,1
7222,1
3815,1
14790,1
6533,1
9978,1
405,1
14199,1
6418,1
3712,0
5290,1
6364,0
12663,1
14120,1
9321,1
8395,1
19642,0
2937,1
11946,1
5800,1
7409,1
8744,1
11156,1
11159,1
17179,1
16513,0
5165,1
15331,1
4943,1
12385,1
5547,1
18243,1
17638,0
9161,0
15716,1
12014,1
13543,0
15664,0
11239,1
146,1
7028,0
8394,1
611,0
8486,1
5102,1
7988,1
1775,1
12919,1
6155,1
15301,0
19263,0
5972,1
4105,0
16274,1
4612,1
11088,1
15515,0
1212,0
17951,0
11634,0
10505,1
14587,1
15696,1
6466,1
8276,1
13776,1
8458,1
10426,1
10007,1
7128,1
8680,1
4142,0
10226,1
644,0
13203,0
12920,0
11008,1
14192,1
13030,1
9894,0
1667,1
3786,1
14961,1
14100,1
10220,1
14402,1
10155,0
7394,0
11033,1
19189,1
92,0
7774,1
7458,1
7637,1
14425,1
6721,0
13253,0
19705,1
4314,0
3639,0
9891,0
9450,1
4093,0
11176,1
440,1
16245,1
14298,1
10083,1
14533,0
893,0
6332,0
16850,1
14041,1
3119,1
8182,0
10952,1
17629,1
6507,1
16268,1
2701,0
2866,1
10041,1
3743,0
15000,0
13643,1
8949,1
3603,1
16754,1
9320,0
12576,1
5401,1
618,1
8298,0
5164,0
19796,0
4913,1
7957,1
13604,0
18381,0
13694,0
1399,1
3495,1
19433,0
9259,1
16224,1
6685,1
14290,1
1118,1
8012,1
3012,0
15869,0
5635,1
3488,1
5903,1
17148,1
1186,1
11315,1
6803,0
10822,1
15391,1
6748,1
15104,1
15353,1
2743,1
6273,0
15412,1
18993,1
8887,0
1240,1
9659,1
8252,1
2851,1
3958,1
5947,1
8845,0
18961,1
6229,1
11251,1
18025,0
7582,1
11878,1
1874,1
245,1
1528,1
5187,1
1792,0
16197,0
18931,0
12870,0
1557,1
11204,1
2017,1
7533,1
9799,1
15208,1
535,1
5761,1
1156,1
18861,1
8119,1
7861,0
16833,1
3514,1
8838,0
78,1
2211,1
1728,1
19671,0
1070,1
14861,1
12259,0
6597,1
10152,1
8861,1
1994,1
18070,0
10063,1
10049,0
6612,1
8014,0
14968,1
18546,0
5356,1
1305,1
8178,0
15612,1
13131,1
7477,0
6869,1
18426,0
6976,1
16385,1
12484,1
16701,1
5660,0
2880,1
2793,1
7468,0
9167,1
19006,1
3934,1
7430,1
8391,0
19636,0
2357,1
16292,0
16218,0
17156,1
16773,1
12535,0
6025,1
335,0
7116,1
13403,1
3239,0
5552,1
948,0
10823,1
3177,1
293,1
19576,0
15317,1
3625,1
14579,1
18448,1
15867,0
18301,0
1351,0
3864,1
18361,1
6894,0
19392,1
6371,1
116,1
11241,1
5689,1
16968,1
10846,1
15173,1
3397,1
15671,1
19250,0
5496,1
18843,1
18192,1
17656,0
11056,1
13724,0
19670,1
14820,1
9229,1
80,1
8365,1
9666,0
3503,1
2031,1
19649,1
13028,1
3010,0
11783,1
4169,1
19207,1
9265,1
10787,1
17131,1
3722,1
4633,1
6402,1
6731,0
11182,0
4931,0
4722,0
2217,0
3782,1
13027,0
437,0
6118,1
17900,1
8230,0
14963,0
6700,1
5353,1
13165,1
17015,1
13107,1
5893,1
2440,1
9898,1
19775,0
1582,1
16638,1
12092,1
16769,1
7713,1
1731,1
9292,0
4827,1
17689,0
13650,1
9341,0
2562,0
8040,0
315,1
33,1
15499,1
4941,0
17328,0
12503,0
15016,0
17382,1
6411,0
12997,0
129,1
4036,0
4255,0
4598,1
4966,0
19577,1
8566,1
1865,1
9248,1
9058,1
2197,1
3956,1
4967,0
5751,0
14578,0
19403,1
7752,0
9652,1
19007,1
137,0
14526,0
25,0
6699,1
2898,0
17992,0
8063,1
12830,1
9815,0
14881,0
6585,1
546,1
5865,1
10815,1
13964,0
12339,1
7489,1
12384,1
3195,1
639,0
18871,0
2309,1
14362,0
17843,1
8307,0
10947,0
12797,0
12852,0
16877,1
4034,1
4052,0
12472,0
16426,1
15988,1
18115,0
4520,0
4370,0
703,0
5812,1
19411,1
17589,0
6454,1
13397,1
2364,0
13347,1
11139,0
11174,1
6067,0
10907,0
16976,0
9932,1
18897,1
946,1
16794,0
12614,0
771,1
16945,0
4858,1
4505,1
6997,1
3063,0
5404,0
5986,1
17832,0
5269,1
4311,1
11148,1
1934,0
9749,1
12624,0
17041,1
2966,1
8978,1
333,0
19634,1
14458,0
14440,0
12885,0
2078,1
17255,1
19732,1
18808,1
1266,1
15973,0
6543,1
14877,1
4661,1
1396,0
7632,0
12735,1
19466,0
13171,1
13339,1
6645,1
8464,1
4194,0
9555,1
1992,1
6321,1
17683,0
11738,1
1059,1
5357,0
548,1
2139,1
8646,1
10987,0
19754,0
8387,1
7672,1
16359,1
5728,1
13840,1
18981,0
2359,0
3235,1
12303,0
13092,1
11573,0
14983,1
2266,0
14973,1
18097,1
460,1
3462,1
7074,1
692,1
8706,0
2165,1
2921,0
13242,1
17310,0
11659,1
5889,1
7538,1
6638,0
1696,1
5539,1
11550,0
1452,1
9255,1
5476,1
15257,0
9818,1
8547,1
15881,0
13051,1
5825,0
10816,1
13279,0
4387,1
5390,1
9034,0
14430,1
12153,1
7896,1
12083,1
247,0
15770,0
6872,1
13756,0
7455,1
3718,1
18222,1
1335,0
154,0
19688,0
5472,1
5370,1
9961,0
14572,0
15527,1
805,1
724,1
13069,1
7702,0
6868,0
11147,1
9303,1
12010,1
10109,1
17894,1
7767,1
10997,1
6170,1
12861,1
6160,1
19310,1
18771,0
3684,0
4003,1
17707,1
1740,0
3936,0
19507,0
11338,0
18764,1
11047,0
14212,1
10096,0
13617,1
16791,0
8473,1
6038,0
19042,1
3252,1
15436,1
1802,1
7411,1
3120,1
19248,1
19081,1
3257,1
14028,1
4179,1
15848,1
6018,1
16542,1
11611,1
2989,0
650,1
14497,1
15036,1
19342,1
11755,0
18512,1
15717,0
19608,1
12167,0
14939,1
1937,1
15764,0
12216,1
16237,1
15253,1
3025,1
15342,0
15290,1
3414,0
13146,1
4420,1
7235,0
18366,0
18909,1
1089,0
17009,1
6588,0
14685,1
16178,0
6395,0
609,1
10000,1
9525,1
18477,1
5225,1
3332,1
12278,1
13557,1
4356,0
17768,0
6640,0
15048,1
2336,1
5406,1
18996,0
15905,1
2117,1
18140,1
8068,1
13249,1
8908,1
18211,0
14017,1
199,1
13287,0
1801,0
10729,1
8054,1
12015,0
2216,1
13825,1
16223,1
17366,1
10624,1
4006,1
19613,1
8150,0
18257,0
8872,1
12389,0
6288,1
17942,1
5182,1
19068,1
19384,0
18637,0
2882,1
18013,1
9865,1
14785,1
14066,0
13270,1
16768,0
15934,0
4978,0
2688,1
6904,1
14148,0
9012,1
15685,1
5641,1
6237,0
12636,1
1776,1
15206,1
5906,1
12628,0
8801,0
1080,1
4638,1
17042,1
18773,1
13966,1
14436,1
10948,1
18087,0
4089,0
10540,0
5760,1
13865,0
1703,1
14213,1
5871,1
8355,1
16691,1
2929,0
7160,1
675,0
2140,1
4555,1
103,1
4802,0
13056,0
8971,1
16433,0
11474,0
10210,1
5588,1
18538,0
7296,1
11122,1
2662,1
16778,1
11583,0
13305,1
4777,1
15021,0
11683,1
5029,0
12453,0
9247,1
15491,0
9261,1
15698,1
19721,0
3136,1
3836,1
12907,0
11354,1
2086,1
16807,1
12132,1
16819,1
3425,0
16177,0
12647,1
963,0
10668,1
7485,1
14191,0
2544,1
15822,1
3219,1
176,1
1350,1
13103,0
3705,1
14838,1
6886,0
19118,0
2923,1
16549,1
14488,1
17178,0
17770,1
3682,1
13835,0
17487,0
4285,1
5037,0
5783,1
9191,0
16942,1
10062,0
6996,1
19727,1
7123,0
5391,0
5316,0
9042,1
15655,1
8289,0
8822,0
6435,1
10713,0
5735,1
14467,1
15898,1
5582,0
1235,0
15248,0
135,1
7287,1
6884,1
16217,1
449,0
3416,0
17019,1
10275,0
14993,1
11212,0
17072,1
16566,1
5264,0
3487,1
14343,0
7795,1
18730,1
14734,1
8618,1
7079,0
352,0
2333,1
6066,0
5255,1
13721,0
13992,1
1323,1
16093,0
15456,1
757,1
3254,0
14699,0
12606,1
16777,1
803,0
18076,1
18106,0
10381,0
6208,1
9053,1
17492,1
739,0
4309,1
7815,1
17658,1
18247,0
1842,1
1014,0
3692,1
12933,1
7472,1
3649,1
8982,1
18928,1
14197,1
2441,1
18665,0
19616,0
6145,1
10741,1
17706,1
8205,0
19014,1
11199,0
12336,1
2821,0
16803,0
3666,1
14398,1
17667,0
15600,1
15953,1
4045,1
16469,0
4742,1
12772,1
3481,1
14653,1
7379,1
11768,0
11279,1
5960,1
14484,1
1993,1
18447,1
10619,1
13066,1
3848,1
11256,0
12623,0
79,1
9250,0
14903,1
15067,1
9429,1
1803,1
9872,1
198,1
17336,0
7257,0
4587,1
11720,1
16398,0
337,0
7067,1
18967,0
11163,1
5080,0
11584,1
15483,1
4466,1
16143,1
17800,1
17780,0
16275,1
19571,0
11653,1
18774,0
16978,1
12784,0
5437,1
14634,0
18075,1
11472,1
9656,0
19718,1
418,0
6758,1
19629,1
19221,1
8644,0
8795,1
1125,1
6846,1
377,0
13144,1
9792,1
12078,0
17498,0
19460,1
17786,1
7801,1
2842,1
6181,1
4563,1
921,1
23,0
11718,0
7564,0
18330,0
5201,1
3980,1
8867,1
390,1
9858,0
14424,0
13271,1
4644,1
13350,1
11460,1
9001,1
5032,0
12828,1
10706,1
17444,0
12250,0
6265,1
15798,1
16694,0
53,0
13926,1
14238,1
11361,0
16851,1
18351,1
1744,1
1464,1
10036,1
16324,1
8969,1
2906,1
7939,1
5925,1
649,1
16579,1
14631,0
11364,1
17102,1
14742,0
12689,1
6834,1
3765,1
142,1
1315,1
6798,1
15790,1
19586,0
14582,1
8462,0
566,0
14909,1
2015,0
19235,0
2616,1
16743,1
13500,1
5983,1
5266,1
2338,1
5926,0
15068,1
8738,1
1283,1
14744,1
15144,1
10271,1
5741,0
15402,0
11700,1
2059,1
10909,0
3056,0
8599,1
19706,0
9542,0
774,0
1326,0
11904,1
9232,0
6946,1
17369,1
6186,1
18895,0
3862,1
13952,0
9986,0
18043,1
17649,1
3561,0
4328,0
5328,1
16200,0
12106,1
1790,0
18948,0
6672,1
5439,1
4044,0
497,0
14951,1
15914,1
7819,1
5832,1
2121,1
7105,1
17185,1
14514,1
9131,0
18011,0
1146,0
14161,1
2176,1
9446,0
13683,1
3993,0
14556,1
5206,1
433,0
6796,1
1780,1
3928,1
19130,0
13608,0
19213,1
14196,1
13668,1
806,1
2209,1
6164,1
8701,1
629,0
12203,1
18505,1
18113,1
14492,0
8286,1
15231,1
2350,1
14020,1
9017,0
9589,0
12800,0
7156,1
11351,1
12676,1
3833,1
7188,1
16630,0
6353,1
7745,1
5833,0
8600,1
11365,1
15616,1
14736,0
14314,1
6973,0
9933,1
16781,1
9453,0
19707,1
4863,0
11356,1
16732,1
19371,1
3904,0
13792,1
17174,1
16745,1
7338,1
4324,0
2013,1
15313,0
4530,1
5095,1
19187,1
11820,0
4758,0
4709,1
714,1
1645,1
10169,1
8571,1
19527,1
9407,1
17941,1
19451,1
15827,1
6806,1
19106,1
9367,1
11107,1
973,1
5901,1
11579,1
11595,1
3883,0
6495,0
16063,1
4065,1
4472,1
1177,1
417,1
16509,0
540,0
8336,0
12738,0
3995,1
11219,1
3650,0
2296,1
9423,1
9884,1
10301,1
10443,1
17168,1
2939,1
5092,1
9332,0
3191,0
16179,1
2329,0
11134,1
17605,0
8875,1
153,1
7619,1
12879,1
16151,0
16902,1
10834,1
3379,0
12916,0
3114,1
8375,1
1272,1
2773,1
9169,0
18441,1
10254,1
11463,1
5424,0
9916,1
5829,0
3433,1
2401,1
19190,1
4699,1
9984,0
8035,1
7061,0
19759,1
6532,1
2043,0
17124,0
12125,1
6570,1
3890,1
5494,1
11290,0
14500,1
15699,1
19074,1
10609,1
12230,1
12729,1
5874,1
2479,1
12397,1
16057,1
8322,0
5560,0
15824,0
7111,0
6444,1
13071,0
1832,0
2225,1
7130,0
9181,0
6974,0
10518,1
14705,1
10796,1
7588,1
3366,1
3789,0
18262,1
12515,1
14111,0
9382,1
12202,0
6433,0
15576,1
3411,1
18749,1
10035,1
12383,0
14703,1
4392,1
12706,1
17938,1
3357,1
4689,0
17157,1
16738,1
2339,1
10753,0
16133,1
15093,1
11009,0
10299,1
50,1
1739,1
3253,1
11941,1
5603,1
6484,1
14089,0
16789,1
16158,1
4259,1
18037,0
10545,1
13839,1
9269,1
18269,1
9693,1
97,0
17693,0
6244,0
17627,1
7682,0
10686,0
17183,1
17132,1
14717,1
5861,0
11788,0
11631,1
1508,1
6848,1
10093,0
17390,1
5822,1
15395,1
9077,0
19447,0
16963,1
19293,1
6978,0
7099,1
2142,1
3167,1
15198,1
11575,1
2697,1
15250,1
7347,1
18937,0
7406,0
18905,0
4233,1
18787,1
10716,1
12757,0
14929,1
14219,1
19085,1
6477,1
8179,1
13687,1
18818,1
3814,1
15931,1
411,1
17593,1
14813,1
712,1
19328,1
7059,1
4908,0
8722,1
7747,1
6519,1
3407,1
12362,1
9556,1
17449,1
6893,1
5366,0
10765,0
5136,0
4981,1
10534,1
14182,1
19655,0
3626,1
8520,1
11704,1
19170,0
13099,0
12272,1
10730,0
4188,1
2626,1
19141,1
10824,0
10017,1
14447,1
10051,0
5643,1
16726,0
9576,1
15174,1
7516,0
977,1
18406,0
13782,1
17856,1
8621,0
12286,1
17556,1
16611,1
2981,0
2613,1
13449,1
15455,0
6315,1
18376,1
11903,1
638,1
1459,1
6345,1
2746,1
5749,1
4968,1
18019,0
11845,1
13995,1
12582,1
12062,0
15172,1
14409,0
18165,1
15823,1
16113,1
13550,1
11971,1
8941,1
18654,1
16221,1
3431,1
12665,1
13308,1
10802,1
12086,0
12822,0
9519,1
12619,1
11965,0
19351,0
5613,1
831,0
1734,1
12319,0
8630,1
15125,1
8979,1
18709,1
12584,1
9109,1
8198,1
3714,1
15193,0
18615,1
7176,1
6556,0
11267,1
2021,1
18752,0
15662,1
18186,1
15891,0
7031,1
13354,1
14113,1
4620,1
5323,1
7616,1
14763,1
8900,1
13269,1
19202,1
845,1
13112,1
3547,1
637,0
11508,0
18896,0
298,1
3228,1
6253,1
2905,0
17523,1
6139,1
12799,1
12455,1
3392,1
10410,1
4841,1
11770,0
13827,1
5591,1
4631,1
13108,1
8041,1
17755,0
18836,0
10192,1
3439,1
14998,0
1105,1
6931,1
4513,1
14674,1
13169,1
16536,1
18877,1
8831,1
15015,0
15413,0
4594,0
8112,1
16317,1
2367,0
17439,0
6278,1
10598,1
5433,0
4319,1
3773,1
3681,1
6159,1
16544,1
12215,1
6130,1
9129,0
17100,1
11818,0
17789,1
9210,1
13178,0
3598,1
2877,1
17813,1
15040,0
9022,0
6156,0
8480,0
8500,1
11216,0
2091,1
19621,1
3617,1
9683,0
12363,1
4304,0
10649,1
13675,0
447,0
1623,0
4391,0
15985,0
4376,1
8396,0
13059,0
9206,1
86,1
18276,0
3913,1
2133,0
7706,1
7717,1
8271,1
8494,0
12570,1
6202,1
3876,1
15360,1
15494,0
430,0
12990,0
4225,0
16446,0
13337,1
12058,0
17271,1
18593,0
12613,1
5712,1
9653,1
840,0
2055,0
19454,1
15939,1
10295,1
1946,0
17854,0
15279,1
8376,0
16125,0
15882,1
4541,0
1164,1
7670,1
18367,1
4971,0
16435,0
2857,0
4239,0
3908,1
18640,1
10859,1
19000,0
8868,0
7629,1
2353,0
13446,1
5446,0
17364,1
16059,0
14874,1
3530,1
8004,1
4760,1
5246,1
6072,0
2548,1
17912,1
12755,0
12349,1
7308,1
9067,1
1182,0
16752,1
7597,0
13175,1
10347,1
18645,1
16019,0
883,1
7068,0
2369,1
15234,0
14665,1
1285,1
15906,1
63,0
11392,1
1462,1
2515,0
2056,1
4395,1
12376,0
11058,1
1048,1
14725,0
19435,1
3380,1
10396,0
19364,0
5286,1
8592,1
1205,0
6055,1
1959,1
8121,0
5614,0
14446,0
19033,1
8435,1
5081,1
7212,1
8918,1
1099,1
12141,0
12145,1
5753,0
1468,0
4487,0
14719,1
14536,1
7132,0
16709,1
18062,0
15487,0
2023,0
15581,1
6357,1
12908,1
7201,0
5549,1
2615,0
2362,1
13396,1
9886,0
10465,0
2004,1
16486,0
14906,1
3672,0
17526,1
12505,1
3589,0
361,0
18101,0
11948,0
4725,1
4828,0
11589,1
17026,1
12033,1
15406,1
10573,0
10855,1
8443,0
15850,1
916,0
16597,1
3017,0
1179,0
10293,1
2779,1
14315,0
10162,1
9688,1
3590,1
14765,1
12753,1
952,0
19446,0
16465,0
10460,1
3839,1
19513,1
454,0
2351,1
13333,1
7519,1
15348,1
2725,1
13785,0
12571,1
13672,1
18198,1
7498,1
13662,1
11412,0
17083,0
4823,1
15044,1
15928,1
18883,1
16273,0
9197,0
2389,0
4937,0
3636,1
15121,1
2581,0
8659,1
815,0
9199,1
672,1
9115,1
15702,1
3106,1
5242,1
7112,0
12914,1
2074,0
4588,0
16430,0
6522,0
15506,1
12771,1
4483,1
1614,0
15154,1
762,0
16555,1
3,0
1246,0
16371,1
3643,1
3516,0
18465,1
1658,1
18971,0
19039,1
4135,1
7785,1
1534,1
11673,0
7660,1
18403,1
7322,1
18123,0
8854,0
18234,1
8272,0
17551,1
7780,1
19120,0
5326,1
11887,1
463,1
6251,1
12279,0
4626,1
2239,1
9783,0
10747,1
5310,0
10780,1
19551,1
4412,1
4209,1
13969,0
6452,0
13152,0
957,0
12585,1
16669,1
12332,1
15663,0
14561,1
10860,0
4698,1
3669,0
1687,0
16820,1
2890,1
3011,0
15774,1
1007,0
962,0
18425,1
3691,1
19508,1
8120,1
10371,0
14895,1
1932,1
11397,1
13843,1
9730,0
101,1
13058,1
2388,1
17229,1
15366,0
1453,1
13872,0
3809,1
3690,0
15118,1
9340,1
1610,0
18004,0
4166,1
838,1
13582,1
16665,0
394,0
10565,0
19440,1
15145,1
2458,1
3190,1
18853,1
6459,1
6152,0
11546,1
6243,1
14607,1
12274,1
19469,1
11730,0
5982,1
7490,1
9769,1
15707,1
14540,1
4460,1
19737,0
8510,1
9995,1
